ItemID,Name
119218,Horde Flag of Victory
119219,Warlord's Flag of Victory
119220,Alliance Gladiator's Banner
119221,Horde Gladiator's Banner
119421,Sha'tari Defender's Medallion
119432,Botani Camouflage
120276,Outrider's Bridle Chain
120857,Barrel of Bandanas
122117,Cursed Feather of Ikzan
122119,Everlasting Darkmoon Firework
122120,Gaze of the Darkmoon
122121,Darkmoon Gazer
122122,Darkmoon Tonk Controller
122123,Darkmoon Ring-Flinger
122126,Attraction Sign
122129,Fire-Eater's Vial
122283,Rukhmar's Sacred Memory
122293,Trans-Dimensional Bird Whistle
122298,Bodyguard Miniaturization Device
122304,Fandral's Seed Pouch
122674,S.E.L.F.I.E. Camera MkII
122681,Sternfathom's Pet Journal
122700,Portable Audiophone
123851,Photo B.O.M.B.
126931,Seafarer's Slidewhistle
127394,Podling Camouflage
127652,Felflame Campfire
127655,Sassy Imp
127659,Ghostly Iron Buccaneer's Hat
127666,Vial of Red Goo
127668,Jewel of Hellfire
127669,Skull of the Mad Chief
127670,Accursed Tome of the Sargerei
127695,Spirit Wand
127696,Magic Pet Mirror
127707,Indestructible Bone
127709,Throbbing Blood Orb
127766,The Perfect Blossom
127859,Dazzling Rod
127864,Personal Spotlight
128223,Bottomless Stygana Mushroom Brew
128310,Burning Blade
128328,Skoller's Bag of Squirrel Treats
128462,Karabor Councilor's Attire
128471,Frostwolf Grunt's Battlegear
128536,Leylight Brazier
128636,Endothermic Blaster
128776,Red Wooden Sled
128794,Sack of Spectral Spiders
128807,Coin of Many Faces
129055,Shoe Shine Kit
129057,Dalaran Disc
129093,Ravenbear Disguise
129111,Kvaldir Raiding Horn
129113,Faintly Glowing Flagon of Mead
129149,Death's Door Charm
129165,Barnacle-Encrusted Gem
129211,Steamy Romance Novel Kit
129279,Enchanted Stone Whistle
129367,Vrykul Toy Boat Kit
129926,Mark of the Ashtongue
129929,Ever-Shifting Mirror
129938,Will of Northrend
129952,Hourglass of Eternity
129956,Leather Love Seat
129958,Leather Pet Leash
129960,Leather Pet Bed
129961,Flaming Hoop
129965,Grizzlesnout's Fang
130102,Mother's Skinning Knife
130147,Thistleleaf Branch
130151,"The ""Devilsaur"" Lunchbox"
130157,Syxsehnz Rod
130158,Path of Elothir
130169,Tournament Favor
130170,Tear of the Green Aspect
130171,Cursed Orb
130191,Trapped Treasure Chest Kit
130199,Legion Pocket Portal
130209,Never Ending Toy Chest
130214,Worn Doll
130232,Moonfeather Statue
130249,Waywatcher's Boon
130251,JewelCraft
130254,Chatterstone
131717,Starlight Beacon
131724,Crystalline Eye of Undravius
131811,Rocfeather Skyhorn Kite
131812,Darkshard Fragment
131814,Whitewater Carp
131900,Majestic Elderhorn Hoof
131933,Critter Hand Cannon
132518,Blingtron's Circuit Design Tutorial
133511,Gurboggle's Gleaming Bauble
133542,Tosselwrench's Mega-Accurate Simulation Viewfinder
133997,Black Ice
133998,Rainbow Generator
134004,Noble's Eternal Elementium Signet
134007,Eternal Black Diamond Ring
134019,Don Carlos' Famous Hat
134020,Chef's Hat
134021,X-52 Rocket Helmet
134022,Burgy Blackheart's Handsome Hat
134023,Bottled Tornado
134024,Cursed Swabby Helmet
134026,Honorable Pennant
134031,Prestigious Pennant
134032,Elite Pennant
134034,Esteemed Pennant
134831,Doomsayer's Robes
136846,Familiar Stone
136849,Nature's Beacon
136855,Hunter's Call
136927,Scarlet Confessional Book
136928,Thaumaturgist's Orb
136934,Raging Elemental Stone
136935,Tadpole Cloudseeder
136937,Vol'jin's Serpent Totem
137294,Dalaran Initiates' Pin
137663,Soft Foam Sword
138111,Stormforged Grapple Launcher
138202,Sparklepony XL
138415,Slightly-Chewed Insult Book
138490,Waterspeaker's Totem
138873,Mystical Frosh Hat
138876,Runas' Crystal Grinder
138878,Copy of Daglop's Contract
138900,Gravil Goldbraid's Famous Sausage Hat
139337,Disposable Winter Veil Suits
139587,Suspicious Crate
139773,Emerald Winds
140160,Stormforged Vrykul Horn
140192,Dalaran Hearthstone
140231,Narcissa's Mirror
140309,Prismatic Bauble
140314,Crab Shank
140324,Mobile Telemancy Beacon
140325,Home Made Party Mask
140336,Brulfist Idol
140363,Pocket Fel Spreader
140632,Lava Fountain
140780,Fal'dorei Egg
140786,Ley Spider Eggs
141296,Ancient Mana Basin
141297,Arcano-Shower
141298,Displacer Meditation Stone
141299,Kaldorei Light Globe
141300,Magi Focusing Crystal
141301,Unstable Powder Box
141306,Wisp in a Bottle
141331,Vial of Green Goo
141605,Flight Master's Whistle
141649,Set of Matches
141862,Mote of Light
141879,Berglrgl Perrgl Girggrlf
142265,Big Red Raygun
142341,Love Boat
142452,Lingering Wyrmtongue Essence
142494,Purple Blossom
142495,Fake Teeth
142496,Dirty Spoon
142497,Tiny Pack
142528,Crate of Bobbers: Can of Worms
142529,Crate of Bobbers: Cat Head
142530,Crate of Bobbers: Tugboat
142531,Crate of Bobbers: Squeaky Duck
142532,Crate of Bobbers: Murloc Head
142536,Memory Cube
142542,Tome of Town Portal
143534,Wand of Simulated Life
143543,Twelve-String Guitar
143544,Skull of Corruption
143545,Fel Focusing Crystal
143660,Mrgrglhjorn
143662,Crate of Bobbers: Wooden Pepe
143727,Champion's Salute
143827,Red Dragon Head Costume
143828,Red Dragon Body Costume
143829,Red Dragon Tail Costume
144072,Adopted Puppy Crate
144339,Sturdy Love Fool
144393,Portable Yak Wash
147307,Crate of Bobbers: Carved Wooden Helm
147308,Crate of Bobbers: Enchanted Bobber
147309,Crate of Bobbers: Face of the Forest
147310,Crate of Bobbers: Floating Totem
147311,Crate of Bobbers: Replica Gondola
147312,Crate of Bobbers: Demon Noggin
147537,A Tiny Set of Warglaives
147708,Legion Invasion Simulator
147832,Magical Saucer
147838,Akazamzarak's Spare Hat
147843,Sira's Extra Cloak
147867,Pilfered Sweeper
150547,Jolly Roger
150743,Scouting Map: Surviving Kalimdor
150744,Scouting Map: Walking Kalimdor with the Earthmother
150745,Scouting Map: The Eastern Kingdoms Campaign
150746,Scouting Map: Modern Provisioning of the Eastern Kingdoms
151016,Fractured Necrolyte Skull
151184,Verdant Throwing Sphere
151265,Blight Boar Microphone
151270,Horse Tail Costume
151271,Horse Head Costume
151343,Hearthstation
151344,Hearthstation
151348,Toy Weapon Set
151349,Toy Weapon Set
151652,Wormhole Generator: Argus
151877,Barrel of Eyepatches
152556,Trawler Totem
152574,Corbyn's Beacon
152982,Vixx's Chest of Tricks
153004,Unstable Portal Emitter
153039,Crystalline Campfire
153124,Spire of Spite
153126,Micro-Artillery Controller
153179,Blue Conservatory Scroll
153180,Yellow Conservatory Scroll
153181,Red Conservatory Scroll
153182,Holy Lightsphere
153183,Barrier Generator
153193,Baarut the Brisk
153194,Legion Communication Orb
153204,All-Seer's Eye
153253,S.F.E. Interceptor
153293,Sightless Eye
156649,Zandalari Effigy Amulet
156833,Katy's Stampwhistle
156871,Spitzy
158149,Overtuned Corgi Goggles
159749,Haw'li's Hot & Spicy Chili
159753,Desert Flute
160509,Echoes of Rezan
160740,Croak Crock
160751,Dance of the Dead
161342,Gem of Acquiescence
162539,Hot Buttered Popcorn
162642,Toy Armor Set
162643,Toy Armor Set
162973,Greatfather Winter's Hearthstone
163045,Headless Horseman's Hearthstone
163200,Cursed Spyglass
163201,Gnoll Targeting Barrel
163210,Party Totem
163211,Akunda's Firesticks
163463,Dead Ringer
163603,Lucille's Handkerchief
163607,Lucille's Sewing Needle
163697,Laser Pointer
163704,Tiny Mechanical Mouse
163705,Imaginary Gun
163713,Brazier Cap
163735,Foul Belly
163736,Spectral Visage
163738,Syndicate Mask
163740,Drust Ritual Knife
163741,Magic Fun Rock
163742,Heartsbane Grimoire
163744,Coldrage's Cooler
163745,Witherbark Gong
163750,Kovork Kostume
163775,Molok Morion
163795,Oomgut Ritual Drum
163828,Toy Siege Tower
163829,Toy War Machine
163924,Whiskerwax Candle
163986,Orgrimmar Hero's War Banner
163987,Stormwind Champion's War Banner
164310,Glorious Pennant
164373,Enchanted Soup Stone
164374,Magic Monkey Banana
164375,Bad Mojo Banana
164983,Rhan'ka's Escape Plan
165021,Words of Akunda
165669,Lunar Elder's Hearthstone
165670,Peddlefeet's Lovely Hearthstone
165671,Blue Dragon Head Costume
165672,Blue Dragon Body Costume
165673,Blue Dragon Tail Costume
165674,Green Dragon Head Costume
165675,Green Dragon Body Costume
165676,Green Dragon Tail Costume
165791,Worn Cloak
165802,Noble Gardener's Hearthstone
166247,Citizens Brigade Whistle
166308,For da Blood God!
166461,Gnarlwood Waveboard
166544,Dark Ranger's Spare Cowl
166662,Cranky Crab
166663,Hand Anchor
166678,Brynja's Beacon
166701,Warbeast Kraal Dinner Bell
166702,Proudmoore Music Box
166703,Goldtusk Inn Breakfast Buffet
166704,Bowl of Glowing Pufferfish
166743,Blight Bomber
166744,Glaive Tosser
166746,Fire Eater's Hearthstone
166747,Brewfest Reveler's Hearthstone
166777,Lion's Pride Firework
166778,Horde's Might Firework
166779,Transmorpher Beacon
166784,Narassin's Soul Gem
166785,Detoxified Blight Grenade
166787,Twiddle Twirler: Sentinel's Glaive
166788,Twiddle Twirler: Shredder Blade
166790,Highborne Memento
166808,Bewitching Tea Set
166851,Kojo's Master Matching Set
166877,Azerite Firework Launcher
166879,Rallying War Banner
166880,Meerah's Jukebox
167698,Secret Fish Goggles
167931,Mechagonian Sawblades
168012,Apexis Focusing Shard
168014,Banner of the Burning Blade
168016,Hyper-Compressed Ocean
168123,Twitching Eyeball
168667,Blingtron 7000
168807,Wormhole Generator: Kul Tiras
168808,Wormhole Generator: Zandalar
168824,Ocean Simulator
168907,Holographic Digitalization Hearthstone
169108,Rustbolt Banner
169275,Alliance War Banner
169276,Horde War Banner
169277,Horde War Standard
169278,Alliance War Standard
169297,Stormpike Insignia
169298,Frostwolf Insignia
169303,Hell-Bent Bracers
169347,Judgment of Mechagon
169768,Heart of a Champion
169796,Azeroth Mini Collection: Mechagon
169865,Brewfest Chowdown Trophy
170154,Book of the Unshackled
170155,Carved Ankoan Charm
170187,Shadescale
170196,Shirakess Warning Sign
170197,Swarthy Warning Sign
170198,Eternal Palace Dining Set
170199,Zanj'ir Weapon Rack
170203,Flopping Fish
170204,Symbol of Gral
170380,Jar of Sunwarmed Sand
170469,Memento of the Deeps
170476,Underlight Sealamp
172179,Eternal Traveler's Hearthstone
172219,Wild Holly
172222,Crashin' Thrashin' Juggernaught
172223,Crashin' Thrashin' Battleship
172924,Wormhole Generator: Shadowlands
173727,Nomi's Vintage
173951,"N'lyeth, Sliver of N'Zoth"
173984,Scroll of Aeons
174445,Glimmerfly Cocoon
174830,Shadowy Disguise
174871,Mayhem Mind Melder
174873,Trans-mogu-rifier
174874,Budget K'thir Disguise
174920,Coifcurl's Close Shave Kit
174921,Void-Touched Skull
174924,Void-Touched Souvenir Totem
174926,Overly Sensitive Void Spectacles
174928,Rotten Apple
174995,Void Tendril Pet Leash
175063,Aqir Egg Cluster
175140,All-Seeing Eyes
177951,Glimmerflies on Strings
178530,Wreath-A-Rang
179393,Mirror of Envious Dreams
180290,Night Fae Hearthstone
180873,Smolderheart
180947,Tithe Collector's Vessel
180993,Bat Visage Bobber
181794,Orophea's Lyre
181825,Phial of Ravenous Slime
182694,Stylish Black Parasol
182695,Weathered Purple Parasol
182696,The Countess's Parasol
182729,Hearty Dragon Plume
182732,The Necronom-i-nom
182773,Necrolord Hearthstone
182780,Muckpool Cookpot
182890,Rapid Recitation Quill
183716,Venthyr Sinstone
183847,Acolyte's Guise
183856,Mystical Orb of Meditation
183876,Quill of Correspondence
183900,Sinvyr Tea Set
183901,Bonestorm Top
183903,Smelly Jelly
183986,Bondable Sinstone
183988,Bondable Val'kyr Diadem
183989,Dredger Barrow Racer
184075,Stonewrought Sentry
184218,Vulgarity Arbiter
184223,Helm of the Dominated
184292,Ancient Elethium Coin
184312,Borr-Geth's Fiery Brimstone
184318,Battlecry of Krexus
184353,Kyrian Hearthstone
184396,Malfunctioning Goliath Gauntlet
184404,Ever-Abundant Hearth
184410,Aspirant's Stretcher
184413,Mnemonic Attunement Pane
184415,Soothing Vesper
184418,Acrobatic Steward
184435,Mark of Purity
184447,Kevin's Party Supplies
184449,Jiggles's Favorite Toy
184476,Regenerating Slime Vial
184487,Gormling in a Bag
184489,Fae Harp
184490,Fae Pipes
184495,Infested Arachnid Casing
184508,Mawsworn Pet Leash
186501,Doomwalker Trophy Stand
186686,Pallid Oracle Bones
186702,Pallid Bone Flute
186973,Anima-ted Leash
186974,Experimental Anima Cell
186985,Elusive Pet Treat
187051,Forgotten Feather
187075,Box of Rattling Chains
187113,Personal Ball and Chain
187139,Bottled Shade Heart
187140,Ring of Duplicity
187154,Ancient Korthian Runes
187155,Guise of the Changeling
187159,Shadow Slicing Shortsword
187174,Shaded Judgment Stone
187176,Vesper of Harmony
187184,Vesper of Clarity
187185,Vesper of Faith
187339,Silver Shardhide Whistle
187344,Offering Kit Maker
187416,Jailer's Cage
187417,Adamant Vaults Cell
187419,Steward's First Feather
187420,Maw-Ocular Viewfinder
187422,Rockin' Rollin' Racer Customizer 19.9.3
187512,Tome of Small Sins
187591,Nightborne Guard's Vigilance
187689,Dance Dance Darkmoon
187705,Choofa's Call
187793,Personal Containment Trap
187834,Tormented Banner of the Opportune
187840,Sparkle Wings
187860,Mortis Mover
187869,Scouting Map: Into the Shadowlands
187875,Scouting Map: United Fronts of the Broken Isles
187895,Scouting Map: The Dangers of Draenor
187896,Scouting Map: A Stormstout's Guide to Pandaria
187897,Scouting Map: Cataclysm's Consequences
187898,Scouting Map: True Cost of the Northrend Campaign
187899,Scouting Map: The Many Curiosities of Outland
187900,Scouting Map: The Wonders of Kul Tiras and Zandalar
187913,Apprentice Slimemancer's Boots
187957,Encrypted Banner of the Opportune
187958,Shrouded Banner of the Opportune
188680,Winter Veil Chorus Book
188694,Spring Florist's Pouch
188695,Summer Cranial Skillet
188698,Eagger Basket
188699,Insulated Dancing Insoles
188701,Fire Festival Batons
188952,Dominated Hearthstone
190177,Sphere of Enlightened Cogitation
190196,Enlightened Hearthstone
190237,Broker Translocation Matrix
190238,Xy'rath's Booby-Trapped Cache
190333,Jiro Circle of Song
190457,Protopological Cube
190734,Makaris's Satchel of Mines
190754,Firim's Specimen Container
190853,Bushel of Mysterious Fruit
190926,Infested Automa Core
191891,Professor Chirpsnide's Im-PECK-able Harpy Disguise
191925,Falling Star Flinger
191937,Falling Star Catcher
192099,Earpieces of Tranquil Focus
192443,Element-Infused Rocket Helmet
192485,Stored Wisdom Device
192495,Malfunctioning Stealthman 54
193032,Jeweled Offering
193033,Convergent Prism
193476,Gnoll Tent
193478,Tuskarr Beanbag
193588,Timewalker's Hearthstone
194052,Forlorn Funeral Pall
194056,Duck-Stuffed Duck Lovie
194057,Cushion of Time Travel
194058,Cold Cushion
194059,Market Tent
194060,Dragonscale Expedition's Expedition Tent
194885,Ohuna Perch
197719,Artisan's Sign
197961,Whelps on Strings
197986,Murglasses
198039,Rock of Appreciation
198090,Jar of Excess Slime
198156,Wyrmhole Generator: Dragon Isles
198173,Atomic Recalibrator
198206,Environmental Emulator
198227,Giggle Goggles
198264,Centralized Precipitation Emitter
198402,Maruuk Cooking Pot
198409,Personal Shell
198428,Tuskarr Dinghy
198474,Artist's Easel
198537,Taivan's Trumpet
198646,Ornate Dragon Statue
198720,Soft Purple Pillow
198721,Skinny Reliquary Pillow
198722,Small Triangular Pillow
198728,Explorers' League Banner
198729,Reliquary Banner
198827,Magical Snow Sled
198857,Lucky Duck
199337,Bag of Furious Winds
199554,S.E.A.T.
199649,Dragon Tea Set
199650,Whale Bone Tea Set
199767,Red Dragon Banner
199768,Black Dragon Banner
199769,Blue Dragon Banner
199770,Bronze Dragon Banner
199771,Green Dragon Banner
199830,Tuskarr Training Dummy
199892,Tuskarr Traveling Soup Pot
199894,Fisherman's Folly
199896,Rubbery Fish Head
199897,Blue-Covered Beanbag
199899,Iskaara Tug Sled
199900,Secondhand Survey Tools
199902,Wayfinder's Compass
200116,Everlasting Horn of Lavaswimming
200148,A Collection of Me
200160,Notfar's Favorite Food
200178,Infected Ichor
200198,Primalist Prison
200249,Mage's Chewed Wand
200469,Khadgar's Disenchanting Rod
200550,Very Comfortable Pelt
200551,Comfortable Pile of Pelts
200597,Lover's Bouquet
200628,Somewhat-Stabilized Arcana
200630,Ohn'ir Windsage's Hearthstone
200631,Happy Tuskarr Palooza
200636,Primal Invocation Quintessence
200640,Obsidian Egg Clutch
200707,Armoire of Endless Cloaks
200857,Talisman of Sargha
200869,Ohn Lite Branded Horn
200878,Wheeled Floaty Boaty Controller
200926,Compendium of Love
200960,Seed of Renewed Souls
200999,The Super Shellkhan Gang
201435,Shuffling Sands
201815,Cloak of Many Faces
201927,Gleaming Arcanocrystal
201930,H.E.L.P.
201931,Warcraft Rumble Toy: Maiev
201933,Black Dragon's Challenge Dummy
202019,Golden Dragon Goblet
202020,Chasing Storm
202021,Breaker's Flag of Victory
202022,Yennu's Kite
202042,Aquatic Shades
202207,Reusable Oversized Bobber
202253,Primal Stave of Claw and Fur
202261,Warcraft Rumble Toy: Sneed
202283,Reading Glasses
202309,Defective Doomsday Device
202360,Dented Can
202711,Lost Compass
202851,Warcraft Rumble Toy: Night Elf Huntress
202856,Warcraft Rumble Toy: Stonehoof Tauren
202859,Warcraft Rumble Toy: Undead Ghoul
202862,Warcraft Rumble Toy: Murloc
202865,Warcraft Rumble Toy: Whelp Egg
203716,Thundering Banner of the Aspects
203725,Display of Strength
203734,Snow Blanket
203757,Brazier of Madness
203852,Spore-Bound Essence
204170,Clan Banner
204220,Hraxian's Unbreakable Will
204256,Holoviewer: The Scarlet Queen
204257,Holoviewer: The Lady of Dreams
204262,Holoviewer: The Timeless One
204389,Stone Breaker
204405,Stuffed Bear
204675,A Drake's Big Basket of Eggs
204686,Titan Containment Device
204687,Obsidian Battle Horn
204818,Mallard Mortar
205045,B.B.F. Fist
205255,Niffen Diggin' Mitts
205418,Blazing Shadowflame Cinder
205419,Dinn's Drum
205463,Molten Lava Ball
205688,Glutinous Glitterscale Glob
205796,Molten Lava Pack
205904,Vibrant Clacking Claw
205908,Inherited Wisdom of Senegos
205936,New Niffen No-Sniffin' Tonic
205963,Sniffin' Salts
206008,Nightmare Banner
206038,Flamin' Ring of Flashiness
206043,Fyrakk's Frenzy
206195,Path of the Naaru
206267,Obsidian Legend's Pennant
206268,Ethereal Transmogrifier
206343,Crimson Legend's Pennant
206347,Mannequin Charm
206565,Plagued Grain
206696,Tricked-Out Thinking Cap
206993,Investi-gator's Pocketwatch
207092,Portable Party Platter
207099,Tiny Box of Tiny Rocks
207730,Idol of Ohn'ahra
208057,Smoldering Banner of the Aspects
208058,Minute Glass
208092,Torch of Pyrreth
208096,Familiar Journal
208186,Boffins
208415,Stasis Sand
208421,Compendium of the New Moon
208433,Bronze Racer's Pennant
208658,Mirror of Humility
208704,Deepdweller's Earthen Hearthstone
208798,Recorded Memories of Tyr's Guard
208825,Junior Timekeeper's Racing Belt
208883,Sandbox Storm Gryphon
209035,Hearthstone of the Flame
209052,Brew Barrel
209858,Dreamsurge Remnant
209859,Festive Trans-Dimensional Bird Whistle
209944,Friendsurge Defenders
210042,Chilling Celebration Banner
210411,Fast Growing Seed
210455,Draenic Hologem
210467,Magical Murkmorpher
210497,Verdant Legend's Pennant
210656,Winter Veil Socks
210725,Owl Post
210864,Improvised Leafbed
210974,Eyes For You Only
210975,Date Simulation Modulator
211424,Dreaming Banner of the Aspects
211788,Tess's Peacebloom
211864,Exquisite Love Boat
211869,Draconic Legend's Pennant
211931,Abyss Caller Horn
211946,Hearthstone Game Table
212337,Stone of the Hearth
212500,Delicate Silk Parasol
212518,Vial of Endless Draconic Scales
212523,Delicate Jade Parasol
